index,id,release_date,production_budget,worldwide_gross,genre_ids
Batman v Superman: Dawn of Justice,18,2016,250000000,867500281,"[28, 12, 14]"
"Batman: The Dark Knight Returns, Part 2",29,2013,3500000,0,"[28, 16, 9648]"
Bats,94,1999,6500000,10155691,
Battle for the Planet of the Apes,20,1973,1800000,8800000,
Battle of the Sexes,76,2017,25000000,18445379,"[35, 18, 36]"
Battle of the Sexes,76,2017,25000000,18445379,"[35, 18, 36]"
Battle of the Year,51,2013,20000000,16723377,"[10402, 18]"
Battle: Los Angeles,10,2011,70000000,213463976,"[28, 878]"
Battlefield Earth: A Saga of the Year 3000,98,2000,80000000,29725663,
Battleship,32,2012,220000000,313477717,"[53, 28, 12, 878]"
Baywatch,86,2017,60000000,175863783,"[28, 35]"
Be Cool,52,2005,75000000,94944017,
Be Kind Rewind,40,2008,20000000,30894247,
Beastly,87,2011,17000000,38028230,"[18, 14, 10749, 878]"
Beastmaster 2: Through the Portal of Time,74,1991,6000000,773490,
Beasts of the Southern Wild,18,2012,1800000,23265132,"[18, 14, 12]"
Beautiful,1,2000,9000000,3134509,"[27, 10749, 53]"
Beautiful Boy,95,2018,25000000,13031424,[18]
Beautiful Boy,95,2018,25000000,13031424,[18]
Beautiful Creatures,85,2013,50000000,60282876,"[14, 18, 10749]"
Beauty Shop,18,2004,25000000,38351350,
Beauty and the Beast,35,2017,160000000,1259199706,"[10749, 10751, 16, 14]"
Beauty and the Beast,35,2017,160000000,1259199706,"[10751, 14, 10749]"
Beauty and the Beast,86,1991,20000000,608431132,"[10749, 10751, 16, 14]"
Beauty and the Beast,86,1991,20000000,608431132,"[10751, 14, 10749]"
Beavis and Butt-Head Do America,56,1996,12000000,63118386,
Because I Said So,47,2007,39000000,69538833,
Because of Winn-Dixie,45,2005,15000000,33508485,
Becoming Jane,23,2007,16500000,39380876,
Bedazzled,28,2000,48000000,90376224,
Bedtime Stories,56,2008,80000000,221468935,
Bee Movie,84,2007,150000000,287594577,
Beerfest,62,2006,17500000,20159316,
Beetlejuice,7,1988,15000000,73887546,
Before I Fall,12,2017,5000000,18945682,"[18, 9648, 53, 14]"
Before I Go to Sleep,49,2014,22000000,19563579,"[9648, 53]"
Before Midnight,99,2013,3000000,23251930,"[10749, 18]"
Before Sunrise,24,1995,2500000,5690220,
Before Sunset,13,2004,2000000,11217346,
Before We Go,52,2015,3000000,483938,"[18, 10749, 35]"
Begin Again,91,2014,8000000,68838736,"[35, 10402, 10749, 18]"
Beginners,57,2011,3200000,14314407,"[18, 10749, 35]"
Beginnerâs Guide to Sex,34,2015,1800000,0,
Behind Enemy Lines,24,2001,40000000,58855732,"[28, 18, 53, 10752]"
Being John Malkovich,73,1999,13000000,32382381,
Being Julia,22,2004,18000000,14488705,
Believe,13,2016,3500000,890303,[18]
Believe,13,2016,3500000,890303,[18]
Belka i Strelka. Zvezdnye sobaki,22,2010,25000000,9445081,
Bella,44,2007,3300000,12405473,
Belly,95,1998,3000000,9639390,[16]
Beloved,65,1998,53000000,22852487,
Below Zero,83,2012,1200000,0,"[53, 27]"
Ben is Back,95,2018,13000000,9633111,
Ben-Hur,23,2016,95000000,91669648,"[28, 12, 18]"
Ben-Hur,8,1959,15000000,73259017,"[28, 12, 18]"
Ben-Hur: A Tale of the Christ,70,1925,3900000,9000000,
Bend it Like Beckham,8,2003,5600000,74566042,
Bending Steel,24,2015,50000,0,[99]
Beneath Hill 60,20,2014,9000000,3440939,"[18, 36, 10752]"
Beneath the Planet of the Apes,83,1970,3000000,17489009,
Benji,30,1974,500000,31559560,[99]
Benji,30,1974,500000,31559560,"[10751, 80, 18]"
Beowulf,88,2007,150000000,195080579,
Bernie,48,2012,6000000,10106975,"[35, 80, 18]"
Bernie,48,2012,6000000,10106975,"[35, 80, 18]"
Best in Show,32,2000,6000000,20695413,
Better Luck Tomorrow,73,2003,250000,3809226,
Betty Fisher et autres histoires,71,2002,7500000,206400,
Beverly Hills Chihuahua,2,2008,20000000,154218168,
Beverly Hills Cop,93,1984,15000000,316300000,"[28, 35, 80]"
Beverly Hills Cop II,91,1987,20000000,276665036,
Beverly Hills Cop III,46,1994,50000000,119180938,
Bewitched,82,2005,80000000,131159306,
Beyond Borders,50,2003,60000000,11427090,
Beyond the Black Rainbow,100,2012,1100000,56491,"[14, 878, 27]"
Beyond the Brick: A LEGO Brickumentary,79,2015,1000000,101531,
Beyond the Lights,16,2014,7000000,14618727,"[10749, 18]"
Beyond the Lights,16,2014,7000000,14618727,"[10749, 18]"
Beyond the Mat,37,1999,500000,2047570,
Beyond the Sea,61,2004,24000000,8292914,
Beyond the Valley of the Dolls,27,1970,1000000,9000000,
Bicentennial Man,71,1999,90000000,87420776,
Bienvenue chez les Ch'tis,75,2008,16000000,247474497,
Big,67,1988,18000000,151668774,"[14, 18, 35, 10749, 10751]"
Big,67,1988,18000000,151668774,"[14, 18, 35, 10749, 10751]"
Big Daddy,40,1999,30000000,228641283,
Big Eyes,23,2014,10000000,27317872,[18]
Big Fat Liar,23,2002,15000000,52461017,
Big Fish,17,2003,70000000,123954323,
Big Hero 6,29,2014,165000000,652127828,"[12, 10751, 16, 28, 35]"
Big Hero 6,29,2014,165000000,652127828,"[12, 10751, 16, 28, 35]"
Big Miracle,99,2012,40000000,25268680,"[12, 18, 10749]"
Big Momma's House,71,2000,33000000,173559438,
Big Momma's House 2,15,2006,40000000,137047376,
"Big Mommas: Like Father, Like Son",1,2011,32000000,82332450,"[80, 35, 28]"
Big Things,21,2009,50000,0,
Big Trouble,21,2002,45000000,8488871,
Big Trouble in Little China,83,1986,25000000,11100000,
Bilal: A New Breed of Hero,100,2018,30000000,648599,"[28, 12, 16]"
Bill & Ted's Bogus Journey,46,1991,20000000,37537675,
Bill & Ted's Excellent Adventure,58,1989,10000000,40485039,
Billy Elliot,82,2000,5000000,109253745,
Billy Jack,58,1971,800000,98000000,
Billy Lynnâs Long Halftime Walk,30,2016,40000000,30230402,
Billy: The Early Years of Billy Graham,86,2008,3600000,320896,
Bird Box,17,2018,19800000,0,"[53, 18]"
Birdman or (The Unexpected Virtue of Ignorance),86,2014,18000000,103215094,
Birth,73,2004,20000000,14603001,
Birth of the Dragon,34,2017,31000000,7220490,"[28, 18]"
Birthday Girl,93,2002,13000000,8130727,
Bitter Harvest,80,2017,21000000,606162,"[10752, 18, 36, 10749]"
Biutiful,44,2011,35000000,24687524,[18]
BlacKkKlansman,21,2018,15000000,93017335,"[80, 18]"
Black Christmas,85,2006,9000000,16235738,
Black Hawk Down,15,2001,95000000,159691085,
Black Knight,84,2001,35000000,33422806,
Black Mass,59,2015,53000000,98837872,"[18, 80]"
Black Mass,59,2015,53000000,98837872,[27]
Black Nativity,63,2013,17500000,7285135,"[18, 10402]"
Black November,74,2015,7500000,32572,"[18, 28, 80]"
Black Panther,42,2018,200000000,1348258224,"[28, 16]"
Black Panther,42,2018,200000000,1348258224,"[28, 12, 14, 878]"
Black Rain,1,1989,30000000,45892212,
Black Rock,13,2013,1000000,0,"[53, 27]"
Black Snake Moan,2,2007,15000000,10951153,
Black Swan,46,2010,13000000,331266710,"[18, 53]"
Black Water Transit,57,2008,35000000,0,
Black and White,61,2000,10000000,5241315,
Black or White,80,2015,9000000,21971021,[18]
Black or White,80,2015,9000000,21971021,[18]
Blackhat,47,2015,70000000,19665004,"[80, 53, 28]"
Blackthorn,46,2011,4500000,1217307,"[12, 28, 37]"
Blade,71,1998,45000000,131237688,"[27, 28]"
Blade 2,50,2002,54000000,154338601,
Blade Runner,62,1982,28000000,39342912,
Blade Runner 2049,80,2017,185000000,259357408,"[878, 28, 53]"
Blade Runner 2049,80,2017,185000000,259357408,"[878, 28, 53]"
Blade: Trinity,100,2004,65000000,131353165,"[878, 28, 27, 53, 12, 14]"
Blades of Glory,37,2007,61000000,145594548,
Blair Witch,1,2016,10000000,38985577,"[53, 27]"
Blair Witch,1,2016,10000000,38985577,"[53, 27]"
Blast from the Past,99,1999,35000000,26613620,
Blazing Saddles,1,1974,2600000,119500000,
Bled,85,2009,750000,0,
Bleed for This,65,2016,16000000,6603926,[18]
Bleed for This,65,2016,16000000,6603926,[18]
Bleeding Hearts,87,2015,1200000,0,[27]
Blended,90,2014,45000000,127990741,[35]
Bless the Child,78,2000,40000000,40435694,
Blinded by the Light,64,2019,15000000,0,
Blindness,5,2008,25000000,20052958,
Blockers,60,2018,21000000,94045328,[35]
Blonde Ambition,30,2007,10000000,1537479,
Blood Diamond,89,2006,100000000,171377916,
Blood Done Sign My Name,20,2010,10000000,109383,"[18, 80]"
Blood Feast,77,2018,1200000,8708,[27]
Blood Simple,82,1985,1500000,2730877,"[80, 18, 53]"
Blood Ties,52,2014,26000000,2923959,"[53, 80, 18]"
Blood Work,71,2002,50000000,26199517,"[80, 53]"
Blood and Chocolate,26,2007,15000000,6551310,
Blood and Wine,51,1997,26000000,1083350,
BloodRayne,9,2006,25000000,3711633,
Bloodsport,68,1988,1500000,11806119,
Blow,90,2001,30000000,83282296,
Blow Out,16,1981,18000000,13747234,
Blue Car,67,2003,1000000,475367,
Blue Crush,15,2002,30000000,51618420,
Blue Jasmine,90,2013,18000000,102912961,"[35, 18]"
Blue Like Jazz,72,2012,1200000,595018,"[18, 35]"
Blue Ruin,7,2014,420000,437002,"[80, 53]"
Blue Ruin,7,2014,420000,437002,"[80, 53]"
Blue Streak,8,1999,36000000,117448157,
Blue Valentine,25,2010,1000000,16566240,"[18, 10749]"
Blue Valentine,25,2010,1000000,16566240,"[18, 10749]"
Boat Trip,8,2003,15000000,14933713,
Bobby,8,2006,14000000,20597806,[99]
Bobby Jones: Stroke of Genius,5,2004,17000000,2694071,
Bodom,54,2016,1250000,726460,[27]
Body Double,41,1984,10000000,8801940,
Body of Lies,64,2008,67500000,118556530,
Bogus,15,1996,32000000,4357406,
Bohemian Rhapsody,84,2018,55000000,894985342,"[18, 10402]"
Boiler Room,84,2000,9000000,28773637,
Bolt,86,2008,150000000,328015029,
"Bon Cop, Bad Cop",95,2006,8000000,12740705,
Bon Voyage,84,2004,20000000,8361736,[99]
Bon Voyage,84,2004,20000000,8361736,[18]
Bone Tomahawk,77,2015,2000000,475846,"[27, 37]"
Bones,47,2001,10000000,8378853,[18]
Boogeyman,32,2005,20000000,67192859,[27]
Boogie Nights,59,1997,15000000,43111725,
Book Club,43,2018,10000000,91113683,[35]
Book Club,43,2018,10000000,91113683,"[35, 10749, 18]"
Book of Shadows: Blair Witch 2,58,2000,15000000,47721314,
Boom Town,2,1940,2000000,9172000,
Boomerang,48,1992,42000000,131052444,
Borat,65,2006,18000000,261443242,
Borg vs McEnroe,70,2018,7500000,3257922,"[18, 36]"
Borg vs McEnroe,70,2018,7500000,3257922,"[18, 36]"
Born of War,92,2015,5000000,0,
Born on the Fourth of July,77,1989,14000000,70001698,
Born to Fly: Elizabeth Streb vs. Gravity,65,2014,500000,1822,[99]
Bottle Rocket,63,1996,5000000,407488,
Bottle Shock,42,2008,5000000,4815890,
Bounce,77,2000,35000000,53425292,
Bound,33,1996,4500000,7011317,"[53, 18]"
Bound by Honor,46,1993,35000000,4496583,
Bowfinger,10,1999,55000000,98699769,
Bowling for Columbine,75,2002,3000000,58240487,
Boyhood,85,2014,4000000,57273049,[18]
Boynton Beach Club,79,2006,2900000,3127472,
Boys Don't Cry,98,1999,2000000,20741000,
Boys and Girls,48,2000,16000000,21799652,
Boyz n the Hood,86,1991,6500000,56215095,
Braid,48,2019,1660000,80745,"[53, 18, 27]"
Brainstorm,5,1983,15000000,8921050,
Bram Stoker's Dracula,3,1992,40000000,215862692,
Bran Nue Dae,80,2010,6750000,6812530,"[35, 18, 10749]"
Brave,77,2012,185000000,554606532,"[16, 12, 35, 10751, 28, 14]"
Braveheart,85,1995,72000000,209045244,
Brazil,100,1985,15000000,9932146,
Breakdown,11,1997,36000000,50159144,
Breakfast of Champions,43,1999,12000000,178287,
Breakin' All the Rules,89,2004,9000000,12512317,
Breaking In,19,2018,6000000,51411620,[]
Breaking In,19,2018,6000000,51411620,"[53, 80, 28]"
Breaking Upwards,61,2010,15000,115592,
Breathless,9,1983,7000000,19910002,"[35, 53, 9648]"
Brick,95,2006,450000,4243996,
Brick Lane,30,2008,2500000,3838486,
Brick Mansions,69,2014,28000000,73421224,"[28, 80, 18]"
Bride & Prejudice,29,2005,7000000,25269040,
Bride Wars,81,2009,30000000,115150424,
Bride of Chucky,28,1998,25000000,50692188,
Bridesmaids,85,2011,32500000,289632023,"[35, 10749]"
Bridge of Spies,10,2015,40000000,162498338,"[53, 18]"
Bridge of Spies,10,2015,40000000,162498338,"[53, 18]"
Bridge to Terabithia,74,2007,25000000,137984788,
Bridget Jones's Diary,82,2001,25000000,281527158,
Bridget Jones: The Edge Of Reason,50,2004,50000000,263894551,
Bridget Jonesâs Baby,3,2016,35000000,205822688,
Brigham City,55,2001,1000000,852206,
Bright,80,2017,90000000,0,"[28, 80, 14]"
"Bright Lights, Big City",61,1988,25000000,16118077,
Bright Star,45,2009,8500000,17220091,
BrightBurn,13,2019,7000000,27989498,
Brighton Rock,11,2011,11000000,229653,"[18, 53, 80]"
Bring it On,44,2000,10000000,90453550,
Bringing Down the House,94,2003,20000000,164675402,
Bringing Out The Dead,12,1999,32000000,16640210,
Brokeback Mountain,30,2005,13900000,176980863,
Brokedown Palace,89,1999,25000000,11115766,
Broken Arrow,92,1996,65000000,148345997,
Broken City,11,2013,35000000,34480045,"[53, 80, 18]"
Broken Flowers,24,2005,10000000,40744960,
Broken Horses,62,2015,15000000,3471,"[53, 9648, 18, 80]"
Broken Vessels,14,1999,600000,85343,
Bronson,9,2009,230000,2703762,
Brooklyn,79,2015,11000000,62076141,"[18, 10749]"
Brooklyn,79,2015,11000000,62076141,"[18, 10402]"
Brooklyn Bizarre,88,2015,500000,0,
Brooklyn Rules,21,2007,8000000,458232,
Brooklyn's Finest,88,2010,17000000,39233233,
Brother,36,2001,12000000,450594,"[16, 18]"
Brotherly Love,8,2015,1900000,478595,[18]
Brothers,41,2009,26000000,45043870,[18]
Brothers,8,2015,13000000,17856688,[18]
Brown Sugar,76,2002,8000000,28315272,
Bruce Almighty,37,2003,81000000,484468608,
BrÃ¼no,49,2009,42000000,138708527,
Bubba Ho-Tep,51,2003,1000000,1492895,
Bubble,57,2006,1600000,145382,
Bubble Boy,92,2001,13000000,5002310,
Bucky Larson: Born to Be a Star,78,2011,10000000,2529395,[35]
Bucky and the Squirrels,84,2013,500000,0,
Buffalo '66,79,1998,1500000,2380606,
Buffalo Soldiers,44,2003,15000000,353743,
Buffy the Vampire Slayer,17,1992,7000000,14231669,
Bug,8,2007,4000000,8302995,
Bullet to the Head,42,2013,55000000,22597969,"[28, 80, 53]"
Bulletproof Monk,76,2003,52000000,23010607,
Bullets Over Broadway,30,1994,20000000,13383747,
Bully,79,2001,2100000,1381824,"[99, 18]"
Bulworth,40,1998,30000000,29203383,
Bumblebee,62,2018,102000000,465195589,"[28, 12, 878]"
Buried,2,2010,1987650,21270290,"[18, 53, 9648]"
Burlesque,24,2010,55000000,90552675,"[18, 10749]"
Burn,10,2012,225000,1109276,"[28, 80, 27, 53]"
Burn,10,2012,225000,1109276,[99]
Burn After Reading,95,2008,37000000,168167798,
Burn Your Maps,48,2019,8000000,0,
Burnt,27,2015,20000000,36773510,"[18, 35]"
Burnt,27,2015,20000000,36773510,"[18, 35]"
But I'm a Cheerleader,68,2000,1200000,2509344,
Butch Cassidy and the Sundance Kid,16,1969,6000000,102310653,
Butterfly,98,2010,250000,0,"[53, 27]"
Butterfly Girl,45,2015,180000,17503,[99]
Butterfly on a Wheel,13,2007,20000000,0,
By the Sea,97,2015,20000000,3727746,"[18, 10749]"
C.H.U.D.,50,1984,1250000,4700000,
CHiPS,53,2017,25000000,23190292,"[28, 35, 80]"
Ca$h,32,2008,13700000,11738256,"[80, 53, 35, 9648]"
Ca$h,59,2010,7000000,46488,"[80, 53, 35, 9648]"
Cabin Fever,65,2003,1500000,30351664,[27]
CachÃ©,7,2005,8000000,19891331,
Caddyshack,22,1980,6000000,39846344,
Cadillac Records,8,2008,12000000,8942516,
Calendar Girls,78,2003,10000000,93074616,
Call of the Wild,36,2020,82000000,0,
Call+Response,24,2008,200000,212989,
Cama adentro,64,2007,800000,200433,
Camp X-Ray,92,2014,1000000,101053,[18]
Camping Sauvage,17,2004,4600000,3479302,
Can You Ever Forgive Me?,40,2018,10000000,11752387,"[18, 80]"
Can't Hardly Wait,95,1998,10000000,25358996,
Can't Stop the Music,86,1980,20000000,2000000,
Cape Fear,41,1991,35000000,182291969,
Capitalism: A Love Story,21,2009,20000000,19121531,
Capote,99,2005,7000000,49924079,
Capricorn One,94,2015,5000000,0,
Captain America: Civil War,17,2016,250000000,1140069413,"[12, 28, 878]"
Captain America: The First Avenger,10,2011,140000000,370569776,"[28, 12, 878]"
Captain America: The Winter Soldier,16,2014,170000000,714401889,"[28, 12, 878]"
Captain Corelli's Mandolin,76,2001,57000000,62097495,
Captain Marvel,96,2019,175000000,1123061550,
Captain Phillips,92,2013,55000000,220648184,"[28, 18, 53]"
Captain Underpants: The First Epic Movie,59,2017,38000000,126577874,"[28, 16, 35, 10751]"
Captive,23,2015,2000000,2791973,[18]
Captive,23,2015,2000000,2791973,"[80, 18, 53]"
Captive,23,2015,2000000,2791973,[27]
Captive State,97,2019,25000000,8993300,
Caravans,23,1978,14000000,1000000,
Cargo,73,2011,4200000,313230,"[18, 53]"
Cargo,73,2011,4200000,313230,"[14, 18]"
Cargo,73,2011,4200000,313230,"[18, 53, 12, 27]"
Carlos,47,2010,18000000,1619153,"[80, 18, 53, 36]"
Carnage,7,2011,25000000,38112154,"[35, 18]"
Carol,60,2015,11800000,42843521,"[10749, 18]"
Carol,60,2015,11800000,42843521,"[10749, 18]"
Carousel,42,1956,3380000,3604,
Carrie,26,2013,30000000,82409520,"[27, 53]"
Carrie,26,2013,30000000,82409520,"[18, 27]"
Carrie,16,1976,1800000,25878153,"[27, 53]"
Carrie,16,1976,1800000,25878153,"[18, 27]"
Cars,94,2006,70000000,461651246,
Cars 2,57,2011,200000000,560155383,"[16, 10751, 12, 35]"
Cars 3,5,2017,175000000,383541369,"[12, 16, 35, 10751]"
Casa de Areia,78,2006,3750000,1178175,
Casa de mi Padre,53,2012,6000000,8446952,
Casablanca,10,1943,1039000,10496855,
Case 39,7,2010,27000000,28773827,
Casino,71,1995,52000000,110400000,
Casino Jack,32,2010,12500000,2272186,"[80, 35, 18]"
Casino Royale,60,2006,102000000,594420283,
Casino Royale,82,1967,12000000,41744718,
Casper,98,1995,55000000,282300000,
Cast Away,88,2000,85000000,427230516,
Cat People,26,1982,12500000,21000000,
Cat People,69,1942,134000,8000000,
Cat on a Hot Tin Roof,82,1958,3000000,17570324,
Catch Me if You Can,67,2002,52000000,355612291,
Catch That Kid,10,2004,18000000,16959614,
Catch a Fire,17,2006,14000000,5782198,
Catch-22,99,1970,18000000,24911670,
Cats & Dogs,59,2001,60000000,200700000,
Cats & Dogs: The Revenge of Kitty Galore,17,2010,85000000,113026383,"[35, 10751, 28, 14]"
Cats Don't Dance,16,1997,32000000,3588602,
Catwoman,95,2004,100000000,82145379,
Cavite,76,2006,7000,71644,
Cecil B. Demented,92,2000,10000000,1953882,
Cedar Rapids,51,2011,10000000,7862131,[35]
Celebrity,16,1998,12000000,6200000,
Celeste and Jesse Forever,54,2012,840000,3787689,
Cellular,95,2004,45000000,61475984,
Center Stage,8,2000,18000000,21361109,
Central Intelligence,91,2016,50000000,217194805,"[28, 35, 9648]"
Central do Brasil,77,1998,2900000,17006158,
Centurion,46,2010,15000000,7885048,"[12, 28, 18]"
Certifiably Jonathan,78,2011,1200000,7826,
Chacun sa nuit,12,2007,1900000,139317,
Chain Letter,43,2010,3000000,1022453,"[27, 53]"
Chain Reaction,36,1996,55000000,60209334,
Chain of Command,67,2015,4000000,0,"[53, 12, 28]"
Chairman of the Board,55,1998,7000000,306715,
Changeling,26,2008,55000000,113805580,
Changing Lanes,74,2002,45000000,66790248,
Chappie,11,2015,49000000,105002056,"[80, 28, 878]"
Chariots of Fire,15,1981,5500000,61865947,
Charlie Bartlett,21,2008,12000000,5295909,
Charlie St. Cloud,31,2010,44000000,48478084,"[18, 10749]"
Charlie Wilson's War,50,2007,75000000,119512771,
Charlie and the Chocolate Factory,64,2005,150000000,475825484,
Charlie's Angels,48,2000,90000000,259736090,
Charlie's Angels: Full Throttle,91,2003,120000000,227200000,
Charlotte's Web,30,2006,82500000,143985708,
Charly,29,2002,950000,814666,
Chasing Amy,70,1997,250000,15155095,
Chasing Liberty,90,2004,23000000,12291975,
Chasing Mavericks,67,2012,20000000,8300821,[18]
Chasing Papi,94,2003,9000000,12657377,
Chasseurs de dragons,14,2009,17000000,13446115,
"Che, Part 1: The Argentine",68,2008,58000000,31627370,
Cheap Thrills,89,2014,100000,59424,"[35, 80, 18]"
Cheaper by the Dozen,82,2003,40000000,190212113,
Cheaper by the Dozen 2,66,2005,60000000,135015330,
Checkmate,17,2015,1500000,0,"[53, 28, 80]"
Checkmate,17,2015,1500000,0,"[9648, 28, 53]"
Chemical Cut,25,2016,1000000,0,"[35, 18]"
Chernobyl Diaries,18,2012,1000000,42411721,"[27, 53]"
Chiamatemi Francesco - Il papa della gente,57,2015,15000000,3925769,
Chicago,39,2002,30000000,306770545,
Chicago Overcoat,63,2009,3000000,0,
Chicken Little,79,2005,150000000,310043823,
Chicken Run,46,2000,42000000,227793915,
Chicken Tikka Masala,76,2005,2160000,37865,
Child 44,2,2015,50000000,8004221,"[80, 53]"
Child's Play,77,1988,9000000,44196684,
Child's Play 2,68,1990,13000000,34166572,
Childless,97,2015,1000000,1036,[]
Children of Men,24,2006,76000000,69845011,
Chill Factor,65,1999,34000000,11263966,
Chinjeolhan geumjassi,45,2006,4500000,23471871,
Chloe,97,2010,13000000,11831131,"[18, 53, 9648]"
Chocolat,83,2000,25000000,152500343,
Chocolate: Deep Dark Secrets,83,2005,1000000,1549000,
